words,Class
"['mejor', 'vist', 'servici', 'aloj', 'gent', 'vent', 'agrad', 'agres', 'dificil', 'sal', 'alli', 'dic', 'vez', 'barat', 'com', 'aqu', 'buen', 'restaur', 'unid', 'com', 'menud', 'tan', 'buen', 'propin', 'empez', 'esper', 'sub', 'aun', 'asi', 'mejor', 'mexic']",5
"['lug', 'vist', 'panoram', 'excelent', 'haban', 'entrad', 'puert', 'aqu', 'defend', 'ciud', 'ataqu', 'enemig', 'pobl', 'artesan', 'negoci', 'vent', 'ron', 'haban', 'caf']",5
"['mare', 'sub', 'casi', 'pod', 'bañ', 'camin', 'haci', 'adentr', 've', 'suci', 'play', 'descuid', 'llev', 'taxist', 'sent', 'tumb', 'sol', 'lleg', 'dec', 'verd', 'qued', 'si', 'regres', 'inmediat', 'hotel', 'feas', 'play', 'pacif', 'recomend', 'visit']",2
"['pase', 'bonit', 'agrad', 'aunqu', 'sol', 'bris', 'marin', 'refresc', 'si', 'hac', 'vient', 'sin', 'preparat', 'cocert', 'vin', 'chic', 'cant', 'cancion', 'habl', 'aparec', 'polic', 'muert', 'mied', 'viv', 'libert', 'puebl']",4
"['buen', 'mojit', 'tip', 'prici', 'ambient', 'agrad', 'buen', 'music', 'pas', 'tiemp', 'maravill', 'lug', 'visit', 'oblig']",4
"['buen', 'hotel', 'precios', 'excelent', 'personal', 'principal', 'groser', 'maitr', 'masculin', 'd', 'habit', 'desayun', 'embarg', 'air', 'acondicion', 'funcion', 'bien', 'grif', 'fri', 'conect', 'caos', 'desayun', 'com', 'restaur', 'noch', 'racion', 'tan', 'miser', 'cog', 'pizz', 'terraz', 'bar', 'despues']",2
"['buen', 'servici', 'ambient', 'sup', 'chever', 'lind', 'lug', 'ensal', 'buen', 'igual', 'ajiac']",5
"['hotel', 'maravill', 'atencion', 'primer', 'lug', 'sup', 'agrad', 'vist', 'buen', 'ambient', 'calid', 'com', 'espectacul', 'atencion', 'trabaj', 'excelent', 'recom', 'ir', 'tod', 'vec', 'dese', 'realment', 'val', 'pen']",5
"['ampli', 'varied', 'preci', 'razon', 'servici', 'atent', 'general', 'buen', 'sabros', 'com', 'dud', 'lugar', 'chay', 'may', 'turist', 'popular', 'fiabil', 'justific']",4
"['castill', 'enorm', 'pued', 'recorr', 'ver', 'vist', 'ciud', 'deb', 'pag', 'entrad', 'necesari', 'gui']",3
"['ase', 'bañ', 'buen', 'com', 'sup', 'normal', 'poc', 'opcion', 'cer', 'activ', 'adult', 'hotel', 'atencion', 'meser', 'play', 'form', 'disfrut', 'beb']",2
"['hermos', 'lug', 'servici', 'regul', 'preci', 'altos', 'prob', 'hermos', 'restaur', 'nuev', 'situ', 'junt', 'lagun', 'excelent', 'inmediat', 'impresion', 'magnif', 'restaur', 'tech', 'altos', 'hermos', 'ilumin', 'sent', 'pas', 'ensal', 'excelent', 'sent', 'just', 'agu', 'menu', 'parec', 'car', 'asi', 'com', 'deb', 'ser', 'excepcional', 'valentin', 'traj', 'orden', 'beb', 'complet', 'olvid', 'amig', 'ped', 'lubin', 'gamb', 'gamb', 'pasty', 'pesc', 'insip', 'com', 'promedi', 'amig', 'car', 'pequeñ', 'porcion', 'valentin', 'esper', 'pens', 'iba', 'des', 'buen', 'noch', 'vez', 'dec', 'das', 'propin', 'increibl', 'habl', 'turist', 'dieron', 'mism', 'opinion', 'com', 'regul', 'preci', 'altos']",2
"['buen', 'general', 'sol', 'inconvenient', 'conveni', 'empres', 'unidad', 'negoci', 'enter', 'acuerd', 'corpor', 'desgast', 'ten', 'refresc', 'conveni', 'cad', 'visit', 'fatal', 'cobr', 'estacion']",4
"['servidor', 'bien', 'servici', 'lent', 'sandwich', 'cuban', 'literal', 'peor', 'sandwich', 'lugar', 'tom', 'cop', 'com', 'pierd', 'tiemp']",1
"['interes', 'centerpeic', 'haban', 'siend', 'actualiz', 'remodel', 'gran', 'numer', 'icon', 'haban']",4
"['excelent', 'opcion', 'visit', 'arqueolog', 'recomiend', 'llev', 'sombrill', 'calor', 'abrum', 'poc', 'sombr', 'vendedor', 'embarg', 'muestr', 'histori', 'interes']",4
"['lleg', 'reserv', 'dijeron', 'espaci', 'marival', 'dieron', 'opcion', 'habit', 'hotel', 'marival', 'residens', 'segun', 'hotel', 'cuatr', 'diamant', 'nunc', 'dijeron', 'teni', 'play', 'habit', 'si', 'mejor', 'marival', 'peroo', 'servici', 'pesim', 'meser', 'hac', 'cas', 'pued', 'esper', 'mas', 'minut', 'llev', 'desayun', 'mal', 'gan', 'person', 'mejor', 'decid', 'levant', 'ir', 'marival', 'esper', 'pens', 'mejor', 'suert', 'decepcion', 'desayun', 'fri', 'cre', 'hac', 'falt', 'personal', 'esper', 'transport', 'mas', 'minut', 'lleg', 'asi', 'optam', 'camin', 'lleg', 'marival', 'cos', 'personal', 'amabl', 'lleg', 'club', 'play', 'sorprendent', 'calid', 'aliment', 'mejor', 'rest', 'hotel', 'niñ', 'quer', 'ir', 'resbaladill', 'alberc', 'bamb', 'encant', 'shows', 'amig', 'anim', 'amist', 'com', 'pergol', 'unas', 'excelent', 'costillit', 'extrañ', 'piazet', 'lug', 'ideal', 'com', 'piz', 'horn', 'leñ', 'casabell', 'increibl', 'cen', 'siempr', 'vari', 'restaur', 'cen', 'amalfi', 'palom', 'especial', 'ricard', 'meser', 'estrell', 'hac', 'años', 'desgraci', 'regres', 'realid', 'transport', 'regres', 'bar', 'ultim', 'pis', 'cerr', 'servici', 'cuart', 'nunc', 'lleg', 'ped', 'algui', 'cuid', 'hij', 'vez', 'dic', 'carg', 'pued', 'regres', 'marival', 'disc', 'siempr', 'ambient', 'increibl', 'ped', 'habl', 'gerent', 'regres', 'marival', 'peroooo', 'result', 'pas', 'chof', 'carrit', 'transport', 'comooo', 'gerent', 'hac', 'transport', 'razon', 'falt', 'servici', 'quien', 'gerent', 'cre', 'hotel', 'mejor', 'marival', 'servici', 'alberc', 'tard', 'ademas', 'quier', 'vend', 'afueraz', 'person', 'tiemp', 'compart', 'dec', 'dej', 'paz', 'espaci', 'sol', 'diganl', 'pod', 'ten', 'opcion', 'ir', 'tiemp', 'mas', 'años', 'marival', 'nunc', 'pas', 'si', 'quis', 'ir', 'hotel', 'diamant', 'reserv', 'vel', 'hotel', 'gust', 'marival']",1
"['hotel', 'bien', 'ubic', 'embarg', 'paquet', 'contrat', 'inclu', 'desayun', 'suficient', 'com', 'caf', 'tampoc', 'limpi', 'mes', 'desocup', 'respect', 'habit', 'cambi', 'toall', 'lav', 'bañ']",2
"['chay', 'may', 'segur', 'bien', 'person', 'disfrut', 'cocin', 'sabor', 'especial', 'yucatan', 'servici', 'buen', 'monton', 'diners', 'convenient', 'situ', 'distrit', 'histor', 'restaur', 'buen', 'reput', 'oper', 'larg', 'tiemp', 'simplement', 'sabor', 'preferidomas']",3
"['gust', 'peculiar', 'parec', 'agrad', 'supong', 'pued', 'gust', 'sent', 'mal', 'tom', 'fot', 'recorr', 'minut', 'sorprend']",1
"['aqu', 'despues', 'tour', 'canal', 'busc', 'gators', 'parmesan', 'poll', 'excelent', 'amig', 'terner', 'vez', 'bucc', 'proclam', 'sorprendent', 'espos', 'lubin', 'tan', 'entusiast', 'siempr', 'ama', 'pesc', 'dij', 'record', 'shak', 'horn', 'servici', 'estupend', 'proyect', 'insoport', 'intent', 'nuev', 'mayor', 'part', 'noch', 'buen']",4
"['excelent', 'servici', 'ezequiel', 'mejor', 'armar', 'activ', 'edna', 'abraham', 'buen', 'dud', 'energ', 'ezequiel', 'lind', 'hotel', 'tod', 'med', 'cov', 'sup', 'tranquil', 'satur', 'play', 'hermos', 'graci', 'hospital', 'recomend']",5
"['pag', 'preci', 'complet', 'visit', 'minimahay', 'recorr', 'pequeñ', 'possibl', 'sal', 'recorr', 'ir', 'alrededor', 'monument', 'pued', 'hac', 'palenqu', 'teatihuac', 'siti', 'peor', 'pued', 'ver', 'tajin', 'chic', 'tampoc', 'gran', 'grec', 'habl', 'muse', 'sol', 'pued', 'ver', 'tajin', 'viej', 'mal', 'justif', 'pur', 'rob', 'falt', 'respect', 'visit', 'repit', 'pag', 'preci', 'complet']",1
"['vist', 'arrib', 'preci', 'recom', 'vay', 'gui', 'expliqu', 'histori', 'detras', 'lug', 'tambi', 'recom', 'compr', 'sombrer', 'llev', 'agu', 'si', 'dia', 'sol', 'vas', 'necesit', 'complic', 'verl', 'si', 'dificultad', 'camin', 'escalon', 'pes', 'vist', 'arrib', 'val', 'pen']",5
"['verd', 'esper', 'encontr', 'mas', 'vistos', 'tipic', 'cub', 'malecon', 'sol', 'encentr', 'call', 'orill', 'mar', 'atract']",3
"['buen', 'muestr', 'cas', 'icon', 'merdi', 'val', 'pen', 'monument', 'arquitecton', 'ver', 'mobiliari', 'epoc', 'conserv', 'ningun', 'maner', 'podri', 'contempl', 'muse', 'coleccion', 'pintur', 'artesani', 'regional', 'pauperrim', 'scuant', 'piez', 'median', 'presentd', 'signif', 'esat', 'cas', 'muse', 'val', 'pen', 'dedic', 'minut', 'visit', 'zocal', 'catedral', 'ningun', 'moment', 'progam', 'escal', 'visit', 'muse', 'mejor', 'admir', 'arquitectur', 'histri', 'liad', 'cas']",2
"['famili', 'chic', 'compr', 'ped', 'com', 'prim', 'lug', 'compr', 'demasi', 'tiend', 'carnicer', 'nuev', 'sobrecompr', 'pap', 'etc', 'mostrador', 'carn', 'cocin', 'orden', 'volv', 'recocin', 'naufragi', 'bistec', 'intent', 'recocin', 'resum', 'extrem', 'car', 'product', 'mediocr']",2
"['lug', 'camin', 'rat', 'visit', 'chorr', 'com', 'tomart', 'sector', 've', 'insegur', 'mendig', 'gent', 'beb', 'call', 'gust', 'lug']",4
"['result', 'espatons', 'camin', 'centr', 'histor', 'veracruz', 'ciud', 'ley', 'cualqui', 'vecin', 'adueñ', 'call', 'imped', 'estacion', 'veicul', 'ademas', 'ten', 'pag', 'parquimetr', 'pag', 'peaj', 'franeler', 'cuant', 'zon', 'merc', 'vendedor', 'ambul', 'apropi', 'tod', 'call', 'banquet', 'colm', 'mal', 'callejon', 'hic', 'peatonal', 'convirt', 'nid', 'malvivient', 'bañ', 'vagabund', 'apest', 'excrement', 'orin', 'espectacul', 'dantesc', 'vergonz', 'recom', 'nadi', 'veracruz', 'bell']",1
"['tour', 'tom', 'dur', 'medi', 'dia', 'inclu', 'convent', 'pop', 'fuert', 'san', 'felip', 'tiemp', 'suficient', 'lind', 'recorr', 'ir', 'prepar', 'camin', 'much', 'agu']",5
"['ven', 'recomend', 'volv', 'recomend', 'necesit', 'reserv', 'puert', 'cerr', 'sol', 'abren', 'si', 'confirm', 'reserv', 'pas', 'vim', 'ped', 'platill', 'salmon', 'atun', 'ric']",2
"['mayor', 'fortif', 'amer', 'bien', 'conserv', 'yllen', 'recovec', 'dign', 'ser', 'visit']",5
"['sab', 'noch', 'camin', 'aqu', 'ver', 'danz', 'lugareñ', 'beb', 'gran', 'fiest', 'call', 'usted', 'deb', 'ver', 'malecon', 'haban']",4
"['val', 'pen', 'visit', 'pens', 'muse', 'bien', 'hech', 'grup', 'edad', 'disfrut', 'lug', 'inform', 'casi', 'nadi', 'habl', 'ingles', 'googl', 'translat', 'playback', 'ok']",5
"['busc', 'tripadvisor', 'mejor', 'restaur', 'puebl', 'eleg', 'pen', 'carn', 'quem', 'sec', 'chancl', 'pap', 'sec', 'dur', 'tart', 'salmon', 'fatal', 'chil', 'amarg', 'quem', 'tac', 'pat', 'bien', 'demas', 'equis', 'ocho']",1
"['particular', 'gust', 'hotel', 'ton', 'ciud', 'havan', 'viej', 'si', 'bien', 'pued', 'ser', 'atract', 'parec', 'años', 'deb', 'ser', 'cinc', 'estrell', 'instal', 'viej', 'servici', 'buen', 'desayun', 'normal', 'mal', 'buen', 'pilet', 'fea', 'tard', 'sol', 'horari', 'uso', 'reduc']",2
"['parec', 'visit', 'bastant', 'agrad', 'personal', 'atent', 'instal', 'bastant', 'bonit', 'com', 'buen', 'servici', 'dig', 'cercan', 'ciud', 'zon', 'turist', 'bastant', 'cort']",5
"['reserv', 'vist', 'mar', 'dieron', 'habit', 'lad', 'sup', 'oscur', 'atencion', 'sup', 'mal', 'siqu', 'ayud', 'equipaj', 'habit', 'quej', 'dijeron', 'hotel', 'llen', 'clar', 'rob', 'mil', 'pes', 'ipod', 'hac', 'limpiez', 'habit', 'ciert', 'final', 'regal', 'dn', 'compens', 'compar', 'perd', 'recom', 'nadi', 'dic', 'estrell', 'verd', 'parec', 'decim', 'visit', 'colombi', 'seguir', 'llend', 'pais', 'increibl', 'nunc', 'jamas', 'hotel', 'mierd', 'olvid', 'atencion', 'play', 'piscin', 'desarstr']",2
"['bonit', 'part', 'antigu', 'ciud', 'monton', 'cos', 'bonit', 'ofrec', 'deb', 'ser', 'cautel', 'alrededor', 'habitual', 'buen', 'restaur', 'pequeñ']",4
"['muse', 'oro', 'bogot', 'patrimoni', 'colombian', 'seri', 'piez', 'orfebr', 'epoc', 'precolombin', 'diferent', 'comun', 'indigen', 'ubic', 'parqu', 'santand', 'esquin', 'carrer', 'call', 'abiert', 'mart', 'doming', 'cost', 'recuerd', 'doming', 'gratis', 'pued', 'aprovech', 'ver', 'muse', 'llen', 'color', 'material', 'tal', 'sin', 'represent', 'histori']",5
"['pase', 'agrad', 'air', 'pur', 'atmosfer', 'invit', 'relaj', 'recomend', 'conoc', 'biciclet']",5
"['habit', 'hotel', 'limpi', 'impresion', 'personal', 'amabl', 'especial', 'personal', 'piscin', 'tripul', 'alegr', 'vidant', 'absolut', 'val', 'pen', 'viaj', 'graci', 'charl', 'chokolok', 'rest', 'personal', 'piscin', 'tiemp', 'compart', 'peligr', 'agres', 'apart', 'pas', 'maravill']",3
"['siti', 'visit', 'cultur', 'general', 'pag', 'entrad', 'comienz', 'recorr', 'ver', 'mas', 'tunel', 'espaci', 'abiert', 've', 'ciud']",3
"['lug', 'bellisim', 'servici', 'eficient', 'chil', 'nog', 'mejor', 'preci', 'razon', 'recomiend', 'hac', 'reserv']",4
"['acab', 'termin', 'estanci', 'gran', 'luxx', 'dos', 'seman', 'general', 'content', 'lug', 'quer', 'escrib', 'critic', 'inclu', 'preci', 'com', 'hac', 'unas', 'seman', 'atras', 'busc', 'inform', 'incapaz', 'encontr', 'aquell', 'sab', 'edifici', 'const', 'vari', 'torr', 'diferent', 'nivel', 'aloj', 'gran', 'felic', 'the', 'grand', 'may', 'may', 'palac', 'gran', 'luxx', 'punt', 'gran', 'luxx', 'si', 'aloj', 'grand', 'luxx', 'acces', 'tod', 'propied', 'si', 'aloj', 'bliss', 'grand', 'may', 'permit', 'zon', 'siti', 'principal', 'multipropied', 'conduc', 'gent', 'vent', 'agres', 'cualqui', 'lug', 'registr', 'ofrec', 'desayun', 'buffet', 'gratuit', 'dic', 'diran', 'ir', 'excursion', 'dos', 'hor', 'instal', 'hag', 'tard', 'hor', 'trat', 'vendert', 'alli', 'tiemp', 'accion', 'etc', 'si', 'tiemp', 'dan', 'descuent', 'efect', 'moment', 'si', 'busc', 'inclu', 'lug', 'abri', 'puert', 'santauri', 'nucle', 'central', 'taxis', 'dej', 'instal', 'entreten', 'noch', 'sol', 'empez', 'ten', 'music', 'viv', 'espectacul', 'etc', 'alli', 'precios', 'hotel', 'fuent', 'etc', 'except', 'problem', 'abiert', 'atmosfer', 'ruidos', 'aloj', 'torr', 'just', 'lad', 'santauri', 'habit', 'atraves', 'tod', 'noch', 'am', 'intoler', 'normal', 'agot', 'dorm', 'hij', 'perturb', 'si', 'qued', 'compr', 'aqu', 'hag', 'demand', 'aloj', 'lad', 'opuest', 'santauri', 'padr', 'tranquil', 'cuant', 'construccion', 'trabaj', 'progres', 'noch', 'trabaj', 'pm', 'i', 'fri', 'ver', 'com', 'person', 'molest', 'aqu', 'cos', 'quer', 'destac', 'comidasbeb', 'general', 'com', 'genial', 'mejor', 'entonc', 'genial', 'termin', 'yend', 'costc', 'neces', 'com', 'casi', 'dias', 'instal', 'unic', 'restaur', 'mal', 'opinion', 'constru', 'propi', 'hamburgues', 'gourmet', 'bar', 'situ', 'torr', 'punt', 'parec', 'hamburgues', 'mejor', 'restaur', 'azul', 'pesc', 'ubic', 'piscin', 'torr', 'demas', 'genial', 'preci', 'alli', 'pes', 'hamburgues', 'patat', 'frit', 'etc', 'coron', 'pes', 'cervez', 'beb', 'especial', 'compuest', 'desliz', 'mon', 'chocolat', 'pes', 'buen', 'si', 'usted', 'sub', 'piscin', 'piscin', 'happy', 'hour', 'rot', 'piscin', 'piscin', 'factur', 'desastr', 'ide', 'genial', 'pued', 'adjunt', 'tarjet', 'credit', 'habit', 'bar', 'restaur', 'junt', 'piscin', 'pued', 'carg', 'habit', 'firm', 'factur', 'propin', 'final', 'vari', 'ocasion', 'servidor', 'tergivers', 'numer', 'habit', 'pag', 'wrong', 'room', 'asi', 'dillegent', 'leer', 'hor', 'segur', 'nombr', 'conserj', 'excelent', 'ayud', 'solucion', 'problem', 'servici', 'excelent', 'servici', 'mim', 'conserj', 'servicial', 'dim', 'gran', 'med', 'final', 'ayud', 'reserv', 'etc', 'camarer', 'etc', 'mayor', 'part', 'pelot', 'embarg', 'piscin', 'vec', 'llev', 'tiemp', 'consegu', 'cos', 'acab', 'pas', 'mayor', 'tiemp', 'piscin', 'may', 'palaci', 'vist', 'ocean', 'tranquil', 'servici', 'mejor', 'ademas', 'loc', 'jueg', 'diari', 'pm', 'llev', 'niñ', 'niñ', 'park', 'dos', 'piscin', 'olas', 'parqu', 'infantil', 'tobogan', 'rio', 'increibl', 'cuant', 'reserv', 'verific', 'part', 'confus', 'viaj', 'person', 'navid', 'ibam', 'qued', 'torr', 'tresthre', 'bedroom', 'vill', 'huesped', 'dueñ', 'final', 'peg', 'torr', 'vill', 'dos', 'dormitori', 'dieron', 'cerradur', 'habit', 'acomod', 'huesped', 'adicional', 'navid', 'registr', 'mal', 'principal', 'niñ', 'menor', 'años', 'vuel', 'aterriz', 'habit', 'list', 'tom', 'equipaj', 'almacen', 'canad', 'sweatpants', 'mal', 'humor', 'etc', 'entreten', 'santauri', 'mencion', 'entreten', 'nocturn', 'bien', 'hech', 'howevev', 'si', 'noch', 'basic', 'vim', 'mezcl', 'orden', 'noch', 'anim', 'pian', 'reproductor', 'imit', 'coreograf', 'bail', 'etc', 'buen', 'hic', 'fiest', 'mexican', 'juev', 'seman', 'pas', 'sabor', 'mexic', 'com', 'beb', 'entreten', 'usd', 'lun', 'play', 'fiest', 'mism', 'preci', 'mism', 'preci', 'hic', 'excursion', 'lug', 'traves', 'aventur', 'vallart', 'nad', 'delfin', 'ritm', 'noch', 'crucer', 'alt', 'recomend', 'com', 'beb', 'inclu', 'aventur', 'vallart', 'minut', 'pie', 'zon', 'hotel', 'jug', 'golf', 'camp', 'golf', 'agrad', 'bien', 'manten', 'abren', 'segund', 'curs', 'pront', 'general', 'unas', 'vacacion', 'fantast', 'tiemp', 'estupend', 'aprovech', 'mejor', 'ruid', 'construccion', 'etc', 'pued', 'ver', 'com', 'si', 'pag', 'diner', 'tiemp', 'compart', 'etc', 'enoj']",3
"['tiemp', 'baj', 'fuert', 'sol', 'cartagen', 'deb', 'llev', 'buen', 'bloqueador', 'sombrer', 'agu', 'hac', 'costos', 'entrad', 'ver', 'cuant', 'cañon', 'viej', 'calavoz', 'si', 'quier', 'visit', 'gui', 'pag', 'adicional', 'person', 'encuentr', 'prest', 'servici', 'unic', 'buen', 'vist', 'murall', 'mar']",1
"['aunqu', 'par', 'call', 'dig', 'cerr', 'luz', 'agu', 'acud', 'puert', 'direct', 'entra', 'ocurr', 've', 'alli', 'entra', 'servici', 'buen', 'com', 'abund', 'conbu', 'fundament', 'cazuel', 'marisc']",4
"['famili', 'hotel', 'occidental', 'grand', 'cartagen', 'ser', 'unic', 'inclu', 'supuest', 'cuent', 'mejor', 'atencion', 'servici', 'exclus', 'zon', 'embarg', 'estad', 'grat', 'part', 'recepcion', 'hor', 'hac', 'check', 'in', 'personal', 'suficient', 'atend', 'cantid', 'gent', 'lleg', 'sal', 'hotel', 'lueg', 'habit', 'list', 'ser', 'entreg', 'mal', 'check', 'in', 'hor', 'lleg', 'hotel', 'despues', 'hor', 'lleg', 'ingres', 'habit', 'pas', 'casi', 'hor', 'desconsider', 'pasajer', 'vien', 'viaj', 'hor', 'segund', 'dia', 'entraron']",1
"['lug', 'agrad', 'barr', 'ensal', 'vari', 'prob', 'delici', 'result', 'espad', 'aparec', 'solicit', 'vec', 'envi', 'carn', 'ped', 'supervisor', 'envi', 'si', 'sol', 'pas', 'cre', 'deb', 'mejor', 'part', 'dij', 'com', 'riquisim', 'si', 'pregunt', 'si', 'regres', 'pensariamas']",3
"['sorpres', 'hermos', 'esper', 'encontr', 'tan', 'hermos', 'arquitectur', 'histori', 'gent', 'tan', 'amabl', 'educ', 'ver', 'conoc', 'segur', 'andar', 'cualqui', 'hor', 'plat', 'tipic', 'trag', 'bien', 'serv', 'plaz', 'espectacul', 'viv', 'lug', 'pued', 'dej', 'conoc']",5
"['si', 'gui', 'algui', 'muestr', 'trasfond', 'edif', 'sol', 'adquier', 'valor', 'estet']",2
"['situ', 'ciud', 'magic', 'cad', 'callecit', 'deten', 'basil', 'bellisim', 'dentr', 'fueraval', 'pen', 'par', 'escaler', 'observ', 'suced', 'mov', 'call']",4
"['encant', 'obstant', 'auster', 'sillon', 'dud', 'cerr', 'cortin', 'conviert', 'habit', 'cuev', 'facilit', 'tom', 'inclus', 'siest', 'cort', 'sup', 'util', 'viaj', 'permit', 'descans']",4
"['tiemp', 'cerr', 'camin', 'peatonal', 'sol', 'pued', 'acced', 'medi', 'requier', 'algun', 'pag', 'aunq', 'tempor', 'bonit', 'realiz', 'descuent', 'van', 'pro', 'realiz', 'algun', 'esfuerz', 'fisic', 'honr', 'dios', 'algun', 'maner']",4
"['visit', 'increibl', 'imagin', 'cantid', 'leyend', 'alli', 'cuent', 'demuestr', 'much', 'cos', 'son', 'form', 'adquier', 'luz', 'sol', 'cusios', 'vez', 'cultural']",5
"['atencion', 'com', 'excelent', 'com', 'yucatec', 'mas', 'delici', 'lug', 'mas', 'agrad', 'frent', 'jardin', 'sabor', 'provincian']",4
"['vin', 'lug', 'abiert', 'año', 'decepcion', 'enorm', 'com', 'foi', 'gras', 'convirt', 'diminut', 'paz', 'quizas', 'hig', 'poll', 'gelatin', 'cad', 'paz', 'com', 'convirt', 'viej', 'microscop', 'camarer', 'amabl', 'lug', 'agrad', 'cambi', 'chef', 'tan', 'pront', 'posibl']",2
"['plaz', 'apart', 'import', 'histor', 'alli', 'dia', 'desfil', 'militar', 'asi', 'bastant', 'tranquil', 'medi', 'hor', 'busc', 'necesit']",5
"['general', 'excelent', 'servici', 'habit', 'limpi', 'confort', 'buffett', 'sorprend', 'grat', 'destac', 'atencion', 'meser', 'danil', 'hort', 'sebasti', 'pedroz', 'cerc', 'ademas', 'conoc', 'vari', 'siti', 'cartagen', 'volv']",5
"['llam', 'atencion', 'fach', 'torr', 'ladrill', 'escultur', 'port', 'infantil', 'propi', 'tip', 'construccion', 'interior', 'exalt', 'barroc', 'novohispan', 'cristian', 'indigen', 'podr', 'satur', 'context', 'cholul', 'motiv', 'angel', 'vegetal', 'apabull', 'color', 'dej', 'tom', 'fot', 'buen', 'siempr', 'encontr', 'red']",5
"['excelent', 'hotel', 'prim', 'mund', 'atencion', 'instal', 'agrad', 'personal', 'amabl', 'servicial', 'ademas', 'atiend', 'requer', 'moment', 'piscin', 'limpi', 'regul', 'temperatur']",5
"['cocin', 'artesanal', 'mexican', 'buen', 'servici', 'ubic', 'deleit', 'palad', 'delici', 'crem', 'esparrag', 'ensal', 'mol', 'recomend']",5
"['buen', 'servici', 'buen', 'com', 'buen', 'ambient', 'preci', 'razon', 'bien', 'situ', 'satisfac', 'client', 'exigent']",5
"['gust', 'part', 'viej', 'ciud', 'encant', 'bazar', 'caf', 'nostalgi', 'todav', 'colonial', 'zonam', 'dijeron', 'segur', 'noch', 'asi', 'sol', 'dia']",5
"['oportun', 'visit', 'hotel', 'marz', 'hotel', 'deterior', 'remodel', 'habit', 'entram', 'habit', 'minut', 'caid', 'cam', 'sill', 'buen', 'atent', 'cambi', 'segu', 'habit', 'remodel', 'hotel', 'buen', 'ubic', 'vist', 'mar', 'elev', 'tal', 'vez', 'lent', 'desayun', 'parart', 'tempran', 'acab', 'rap', 'much', 'varied', 'emple', 'cafet', 'tambi', 'amabl', 'frent', 'hotel', 'pas', 'bus', 'turist', 'pued', 'tom', 'alli', 'mism']",3
"['plaz', 'revolu', 'tpic', 'realment', 'qued', 'lej', 'haban', 'viej', 'cos', 'ver', 'imag', 'che', 'camil', 'cien', 'fueg', 'val', 'pen', 'aprovech', 'pase', 'sub', 'coc', 'taxi', 'quer', 'hac']",3
"['restaur', 'encuentr', 'centr', 'mer', 'tortill', 'hac', 'man', 'platill', 'tipic', 'yucatan', 'delici']",4
"['alli', 'hac', 'sol', 'seman', 'parej', 'corean', 'sab', 'caus', 'lonely', 'planet', 'aconsej', 'com', 'buen', 'preci', 'bien', 'problem', 'incomod', 'actitud', 'camarer', 'racism', 'primer', 'ped', 'agu', 'camarer', 'sol', 'echab', 'dos', 'botell', 'agu', 'cop', 'dij', 'ped', 'agu', 'fing', 'pod', 'entend', 'ingles', 'camarer', 'dieron', 'orden', 'ingles', 'supuest', 'cobr', 'vi', 'mes', 'agu', 'segund', 'nard', 'cad', 'mes', 'vel', 'vel', 'demasi', 'cort', 'manten', 'ilumin', 'asi', 'ped', 'cambi', 'vel', 'vec', 'total', 'cas', 'omis', 'tercer', 'ped', 'hor', 'vec', 'esper', 'minut', 'ultim', 'entiend', 'español', 'entiend', 'jur', 'palabr', 'pregunt', 'vel', 'verific', 'tecnic', 'murmur', 'peor', 'memori', 'haban', 'nunc', 'volv', 'nardosmas']",1
"['hermos', 'pod', 'conoc', 'malecon', 'lind', 'ciud', 'recorr', 'bastant', 'gent', 'cal', 'insegur']",5
"['grat', 'sorpres', 'hab', 'ido', 'primer', 'vez', 'lug', 'bien', 'atencion', 'personal', 'instal', 'com', 'ped', 'delici', 'dud', 'regres', 'prob', 'platil']",5
"['exclent', 'ubic', 'buen', 'servici', 'estan', 'remodel', 'habit', 'cam', 'bañ', 'quit', 'alfombr', 'buen', 'preci', 'casi', 'adentr', 'paz', 'realdond', 'muc', 'servici', 'farmaci', 'centr', 'comercial', 'cerc', 'mall', 'galeri', 'cuadr', 'rod', 'excelent', 'restaur']",5
"['lug', 'val', 'pen', 'visit', 'ahor', 'encuentr', 'ilumin', 'navid', 'cre', 'año', 'lind', 'decor', 'ademas', 'cad', 've', 'cuid', 'conserv', 'turist', 'local', 'si', 'dud', 'lug', 'bell', 'caminat', 'noch', 'luc', 'navideñ', 'dia', 'espectacular', 'edifici', 'antigu']",5
"['rinconcit', 'haban', 'deb', 'perd', 'com', 'ric', 'ric', 'bien', 'preci', 'reserv', 'si', 'gent', 'atend', 'profesional', 'atent']",5
"['embarg', 'hotel', 'acces', 'internet', 'decent', 'ser', 'compr', 'centr', 'negoci', 'abre', 'h', 'fin', 'seman', 'habit', 'limpi', 'personal', 'atent']",3
"['septim', 'visit', 'cub', 'grup', 'estudi', 'primer', 'vez', 'haban', 'riv', 'tres', 'seman', 'recib', 'excelent', 'servici', 'prim', 'dia', 'ultim', 'qued', 'total', 'satisfech', 'calid', 'cuart', 'limpiez', 'hotel', 'profesional', 'trat', 'toqu', 'si', 'cas', 'estudi', 'sint', 'much', 'segur', 'vez', 'comod', 'cuart', 'realment', 'esper', 'gran', 'calid', 'hotel', 'haban', 'riv', 'agradec', 'esper', 'volv', 'pront', 'nuev', 'grup', 'graci', 'haban', 'riv']",5
